,dataset,filename,actor,emotion,statement,length,gender
698,TESS,clean/TESS/OAF_keg_neutral.wav,OAF,neutral,keg,1.8676190476190475,female
699,TESS,clean/TESS/YAF_jar_fear.wav,YAF,fearful,jar,1.5168707482993198,female
700,TESS,clean/TESS/OAF_make_angry.wav,OAF,angry,make,1.6333333333333333,female
701,TESS,clean/TESS/OAF_live_neutral.wav,OAF,neutral,live,2.0057596371882087,female
702,TESS,clean/TESS/OAF_mess_sad.wav,OAF,sad,mess,2.6018140589569163,female
703,TESS,clean/TESS/YAF_whip_disgust.wav,YAF,disgusted,whip,2.2770068027210884,female
704,TESS,clean/TESS/OAF_kick_disgust.wav,OAF,disgusted,kick,2.2723356009070295,female
705,TESS,clean/TESS/YAF_fat_sad.wav,YAF,sad,fat,2.026530612244898,female
706,TESS,clean/TESS/YAF_pick_disgust.wav,YAF,disgusted,pick,2.1932426303854875,female
707,TESS,clean/TESS/OAF_sail_sad.wav,OAF,sad,sail,2.6396371882086167,female
708,TESS,clean/TESS/YAF_pad_fear.wav,YAF,fearful,pad,1.7542403628117913,female
709,TESS,clean/TESS/OAF_south_angry.wav,OAF,angry,south,1.5181859410430838,female
710,TESS,clean/TESS/YAF_voice_disgust.wav,YAF,disgusted,voice,2.684126984126984,female
711,TESS,clean/TESS/YAF_dead_happy.wav,YAF,happy,dead,1.817278911564626,female
712,TESS,clean/TESS/YAF_match_sad.wav,YAF,sad,match,2.2569614512471654,female
713,TESS,clean/TESS/YAF_pad_neutral.wav,YAF,neutral,pad,2.182358276643991,female
714,TESS,clean/TESS/YAF_rose_sad.wav,YAF,sad,rose,2.3010884353741496,female
715,TESS,clean/TESS/OAF_ring_angry.wav,OAF,angry,ring,1.528798185941043,female
716,TESS,clean/TESS/YAF_wag_sad.wav,YAF,sad,wag,2.214875283446712,female
717,TESS,clean/TESS/YAF_met_ps.wav,YAF,surprised,met,2.152607709750567,female
718,TESS,clean/TESS/YAF_jar_disgust.wav,YAF,disgusted,jar,2.359863945578231,female
719,TESS,clean/TESS/YAF_doll_angry.wav,YAF,angry,doll,1.8899773242630384,female
720,TESS,clean/TESS/OAF_name_ps.wav,OAF,surprised,name,1.8454875283446712,female
721,TESS,clean/TESS/OAF_wag_disgust.wav,OAF,disgusted,wag,2.3512471655328797,female
722,TESS,clean/TESS/YAF_tell_neutral.wav,YAF,neutral,tell,2.2434467120181405,female
723,TESS,clean/TESS/OAF_gap_angry.wav,OAF,angry,gap,1.5921541950113378,female
724,TESS,clean/TESS/OAF_raise_disgust.wav,OAF,disgusted,raise,2.700045351473923,female
725,TESS,clean/TESS/YAF_name_happy.wav,YAF,happy,name,2.0370068027210886,female
726,TESS,clean/TESS/YAF_read_sad.wav,YAF,sad,read,2.2616780045351472,female
727,TESS,clean/TESS/OAF_shack_neutral.wav,OAF,neutral,shack,1.9891156462585033,female
728,TESS,clean/TESS/YAF_rain_neutral.wav,YAF,neutral,rain,2.256734693877551,female
729,TESS,clean/TESS/YAF_numb_disgust.wav,YAF,disgusted,numb,2.3589569160997734,female
730,TESS,clean/TESS/OAF_rush_ps.wav,OAF,surprised,rush,1.9250340136054422,female
731,TESS,clean/TESS/YAF_chat_neutral.wav,YAF,neutral,chat,2.1554648526077096,female
732,TESS,clean/TESS/OAF_whip_fear.wav,OAF,fearful,whip,1.5743310657596372,female
733,TESS,clean/TESS/OAF_ring_ps.wav,OAF,surprised,ring,1.8829478458049886,female
734,TESS,clean/TESS/YAF_bone_sad.wav,YAF,sad,bone,2.181360544217687,female
735,TESS,clean/TESS/YAF_road_sad.wav,YAF,sad,road,2.356734693877551,female
736,TESS,clean/TESS/YAF_love_fear.wav,YAF,fearful,love,1.494421768707483,female
737,TESS,clean/TESS/OAF_lore_fear.wav,OAF,fearful,lore,1.67437641723356,female
738,TESS,clean/TESS/YAF_dead_neutral.wav,YAF,neutral,dead,1.942766439909297,female
739,TESS,clean/TESS/YAF_pike_disgust.wav,YAF,disgusted,pike,2.3123809523809524,female
740,TESS,clean/TESS/OAF_young_angry.wav,OAF,angry,young,1.5371428571428571,female
741,TESS,clean/TESS/OAF_calm_disgust.wav,OAF,disgusted,calm,2.449705215419501,female
742,TESS,clean/TESS/OAF_mob_happy.wav,OAF,happy,mob,1.7904308390022676,female
743,TESS,clean/TESS/OAF_bought_neutral.wav,OAF,neutral,bought,1.9521995464852608,female
744,TESS,clean/TESS/OAF_tell_angry.wav,OAF,angry,tell,1.6309750566893424,female
745,TESS,clean/TESS/OAF_rag_fear.wav,OAF,fearful,rag,1.5729251700680271,female
746,TESS,clean/TESS/OAF_bar_disgust.wav,OAF,disgusted,bar,2.27297052154195,female
747,TESS,clean/TESS/YAF_judge_angry.wav,YAF,angry,judge,2.2751020408163267,female
748,TESS,clean/TESS/YAF_back_disgust.wav,YAF,disgusted,back,2.114739229024943,female
749,TESS,clean/TESS/OAF_lease_disgust.wav,OAF,disgusted,lease,2.3075736961451248,female
750,TESS,clean/TESS/OAF_size_disgust.wav,OAF,disgusted,size,2.5048526077097506,female
751,TESS,clean/TESS/YAF_when_neutral.wav,YAF,neutral,when,2.2287528344671204,female
752,TESS,clean/TESS/YAF_tool_fear.wav,YAF,fearful,tool,1.820907029478458,female
753,TESS,clean/TESS/YAF_mob_ps.wav,YAF,surprised,mob,1.8542857142857143,female
754,TESS,clean/TESS/OAF_rot_disgust.wav,OAF,disgusted,rot,2.1298412698412696,female
755,TESS,clean/TESS/YAF_hire_neutral.wav,YAF,neutral,hire,2.0453514739229024,female
756,TESS,clean/TESS/OAF_fat_ps.wav,OAF,surprised,fat,1.9830839002267573,female
757,TESS,clean/TESS/OAF_kite_fear.wav,OAF,fearful,kite,1.4132879818594104,female
758,TESS,clean/TESS/YAF_mess_ps.wav,YAF,surprised,mess,1.9049433106575964,female
759,TESS,clean/TESS/OAF_fall_fear.wav,OAF,fearful,fall,1.585170068027211,female
760,TESS,clean/TESS/OAF_cool_fear.wav,OAF,fearful,cool,1.604716553287982,female
761,TESS,clean/TESS/OAF_sell_angry.wav,OAF,angry,sell,1.4146938775510205,female
762,TESS,clean/TESS/OAF_kick_angry.wav,OAF,angry,kick,1.6514285714285715,female
763,TESS,clean/TESS/YAF_boat_neutral.wav,YAF,neutral,boat,1.8963718820861677,female
764,TESS,clean/TESS/YAF_sub_angry.wav,YAF,angry,sub,2.01891156462585,female
765,TESS,clean/TESS/YAF_tire_angry.wav,YAF,angry,tire,1.9198639455782314,female
766,TESS,clean/TESS/YAF_goal_disgust.wav,YAF,disgusted,goal,2.2029931972789116,female
767,TESS,clean/TESS/YAF_goose_angry.wav,YAF,angry,goose,1.974965986394558,female
768,TESS,clean/TESS/YAF_fat_neutral.wav,YAF,neutral,fat,2.1592743764172337,female
769,TESS,clean/TESS/OAF_puff_happy.wav,OAF,happy,puff,1.9668480725623583,female
770,TESS,clean/TESS/OAF_bone_disgust.wav,OAF,disgusted,bone,2.214920634920635,female
771,TESS,clean/TESS/YAF_fit_disgust.wav,YAF,disgusted,fit,2.3345578231292516,female
772,TESS,clean/TESS/OAF_dime_fear.wav,OAF,fearful,dime,1.6011337868480726,female
773,TESS,clean/TESS/OAF_time_neutral.wav,OAF,neutral,time,1.9773242630385488,female
774,TESS,clean/TESS/YAF_pole_happy.wav,YAF,happy,pole,1.864126984126984,female
775,TESS,clean/TESS/OAF_jug_angry.wav,OAF,angry,jug,1.5497959183673469,female
776,TESS,clean/TESS/OAF_tell_fear.wav,OAF,fearful,tell,1.700408163265306,female
777,TESS,clean/TESS/OAF_lean_happy.wav,OAF,happy,lean,2.0882086167800455,female
778,TESS,clean/TESS/YAF_phone_neutral.wav,YAF,neutral,phone,2.1261678004535147,female
779,TESS,clean/TESS/YAF_cheek_disgust.wav,YAF,disgusted,cheek,2.3672562358276643,female
780,TESS,clean/TESS/OAF_rough_happy.wav,OAF,happy,rough,2.1011337868480724,female
781,TESS,clean/TESS/OAF_tip_ps.wav,OAF,surprised,tip,1.9808616780045352,female
782,TESS,clean/TESS/YAF_rot_ps.wav,YAF,surprised,rot,1.7812698412698413,female
783,TESS,clean/TESS/OAF_dog_disgust.wav,OAF,disgusted,dog,2.345986394557823,female
784,TESS,clean/TESS/YAF_gun_happy.wav,YAF,happy,gun,1.8103854875283447,female
785,TESS,clean/TESS/YAF_hit_angry.wav,YAF,angry,hit,2.1169614512471657,female
786,TESS,clean/TESS/OAF_youth_angry.wav,OAF,angry,youth,1.582857142857143,female
787,TESS,clean/TESS/YAF_loaf_happy.wav,YAF,happy,loaf,1.9866666666666666,female
788,TESS,clean/TESS/OAF_five_neutral.wav,OAF,neutral,five,1.937233560090703,female
789,TESS,clean/TESS/OAF_sub_disgust.wav,OAF,disgusted,sub,2.371972789115646,female
790,TESS,clean/TESS/YAF_cab_fear.wav,YAF,fearful,cab,1.8973242630385487,female
791,TESS,clean/TESS/OAF_vote_disgust.wav,OAF,disgusted,vote,2.484308390022676,female
792,TESS,clean/TESS/YAF_yearn_happy.wav,YAF,happy,yearn,2.0858049886621317,female
793,TESS,clean/TESS/YAF_came_happy.wav,YAF,happy,came,2.154739229024943,female
794,TESS,clean/TESS/YAF_witch_ps.wav,YAF,surprised,witch,1.8416780045351473,female
795,TESS,clean/TESS/YAF_pass_angry.wav,YAF,angry,pass,2.2252154195011338,female
796,TESS,clean/TESS/OAF_doll_ps.wav,OAF,surprised,doll,2.1966893424036282,female
797,TESS,clean/TESS/YAF_name_disgust.wav,YAF,disgusted,name,2.4648979591836735,female
798,TESS,clean/TESS/YAF_sour_disgust.wav,YAF,disgusted,sour,2.6574603174603175,female
799,TESS,clean/TESS/OAF_rag_neutral.wav,OAF,neutral,rag,2.3086167800453516,female
800,TESS,clean/TESS/OAF_hole_neutral.wav,OAF,neutral,hole,1.884172335600907,female
801,TESS,clean/TESS/OAF_which_happy.wav,OAF,happy,which,2.120453514739229,female
802,TESS,clean/TESS/OAF_pass_ps.wav,OAF,surprised,pass,2.2988208616780046,female
803,TESS,clean/TESS/OAF_shawl_sad.wav,OAF,sad,shawl,2.6343310657596373,female
804,TESS,clean/TESS/YAF_death_ps.wav,YAF,surprised,death,2.2369160997732425,female
805,TESS,clean/TESS/YAF_good_sad.wav,YAF,sad,good,2.2245351473922903,female
806,TESS,clean/TESS/YAF_shout_disgust.wav,YAF,disgusted,shout,2.4662131519274375,female
807,TESS,clean/TESS/OAF_soap_fear.wav,OAF,fearful,soap,1.7104308390022676,female
808,TESS,clean/TESS/OAF_cool_disgust.wav,OAF,disgusted,cool,2.4210884353741497,female
809,TESS,clean/TESS/YAF_hit_sad.wav,YAF,sad,hit,2.3821315192743766,female
810,TESS,clean/TESS/OAF_hole_angry.wav,OAF,angry,hole,1.652108843537415,female
811,TESS,clean/TESS/OAF_week_disgust.wav,OAF,disgusted,week,2.466621315192744,female
812,TESS,clean/TESS/OAF_door_ps.wav,OAF,surprised,door,1.754421768707483,female
813,TESS,clean/TESS/OAF_hurl_happy.wav,OAF,happy,hurl,1.8890702947845806,female
814,TESS,clean/TESS/YAF_kill_sad.wav,YAF,sad,kill,2.165124716553288,female
815,TESS,clean/TESS/OAF_long_angry.wav,OAF,angry,long,1.7242630385487527,female
816,TESS,clean/TESS/OAF_witch_fear.wav,OAF,fearful,witch,1.7816326530612245,female
817,TESS,clean/TESS/OAF_wheat_neutral.wav,OAF,neutral,wheat,1.9170068027210885,female
818,TESS,clean/TESS/YAF_pain_neutral.wav,YAF,neutral,pain,2.076780045351474,female
819,TESS,clean/TESS/YAF_match_disgust.wav,YAF,disgusted,match,2.7222222222222223,female
820,TESS,clean/TESS/YAF_walk_ps.wav,YAF,surprised,walk,1.918684807256236,female
821,TESS,clean/TESS/YAF_moon_disgust.wav,YAF,disgusted,moon,2.473378684807256,female
822,TESS,clean/TESS/YAF_laud_happy.wav,YAF,happy,laud,1.8104308390022676,female
823,TESS,clean/TESS/YAF_live_happy.wav,YAF,happy,live,2.046575963718821,female
824,TESS,clean/TESS/YAF_yearn_fear.wav,YAF,fearful,yearn,1.7593197278911565,female
825,TESS,clean/TESS/OAF_hush_neutral.wav,OAF,neutral,hush,2.0931519274376416,female
826,TESS,clean/TESS/OAF_cool_angry.wav,OAF,angry,cool,1.4862585034013605,female
827,TESS,clean/TESS/YAF_judge_sad.wav,YAF,sad,judge,2.3412244897959185,female
828,TESS,clean/TESS/OAF_long_fear.wav,OAF,fearful,long,1.4746938775510203,female
829,TESS,clean/TESS/YAF_shout_happy.wav,YAF,happy,shout,1.9486167800453515,female
830,TESS,clean/TESS/OAF_gin_sad.wav,OAF,sad,gin,2.7091609977324262,female
831,TESS,clean/TESS/OAF_jail_happy.wav,OAF,happy,jail,1.7905668934240362,female
832,TESS,clean/TESS/OAF_nag_sad.wav,OAF,sad,nag,2.3602267573696145,female
833,TESS,clean/TESS/OAF_turn_disgust.wav,OAF,disgusted,turn,2.3257142857142856,female
834,TESS,clean/TESS/YAF_boat_sad.wav,YAF,sad,boat,2.336734693877551,female
835,TESS,clean/TESS/YAF_which_neutral.wav,YAF,neutral,which,2.020997732426304,female
836,TESS,clean/TESS/YAF_perch_sad.wav,YAF,sad,perch,2.556780045351474,female
837,TESS,clean/TESS/YAF_week_fear.wav,YAF,fearful,week,1.6935147392290248,female
838,TESS,clean/TESS/OAF_reach_fear.wav,OAF,fearful,reach,1.7048526077097506,female
839,TESS,clean/TESS/OAF_far_disgust.wav,OAF,disgusted,far,2.533605442176871,female
840,TESS,clean/TESS/OAF_raise_sad.wav,OAF,sad,raise,2.913922902494331,female
841,TESS,clean/TESS/OAF_half_neutral.wav,OAF,neutral,half,1.8692063492063493,female
842,TESS,clean/TESS/OAF_perch_neutral.wav,OAF,neutral,perch,2.233832199546485,female
843,TESS,clean/TESS/OAF_mess_fear.wav,OAF,fearful,mess,1.7018140589569162,female
844,TESS,clean/TESS/YAF_wheat_happy.wav,YAF,happy,wheat,2.0482993197278914,female
845,TESS,clean/TESS/YAF_shout_ps.wav,YAF,surprised,shout,2.355192743764172,female
846,TESS,clean/TESS/YAF_life_ps.wav,YAF,surprised,life,1.9644444444444444,female
847,TESS,clean/TESS/OAF_sheep_ps.wav,OAF,surprised,sheep,2.1038548752834467,female
848,TESS,clean/TESS/OAF_shout_fear.wav,OAF,fearful,shout,1.6393197278911564,female
849,TESS,clean/TESS/YAF_pool_disgust.wav,YAF,disgusted,pool,2.341814058956916,female
850,TESS,clean/TESS/YAF_tough_happy.wav,YAF,happy,tough,1.6617687074829932,female
851,TESS,clean/TESS/OAF_chief_disgust.wav,OAF,disgusted,chief,2.475827664399093,female
852,TESS,clean/TESS/YAF_sub_sad.wav,YAF,sad,sub,2.282721088435374,female
853,TESS,clean/TESS/YAF_tough_ps.wav,YAF,surprised,tough,2.2198185941043085,female
854,TESS,clean/TESS/OAF_tire_sad.wav,OAF,sad,tire,2.607074829931973,female
855,TESS,clean/TESS/OAF_vote_sad.wav,OAF,sad,vote,2.3325170068027212,female
856,TESS,clean/TESS/YAF_long_disgust.wav,YAF,disgusted,long,2.5396825396825395,female
857,TESS,clean/TESS/OAF_chain_sad.wav,OAF,sad,chain,2.547845804988662,female
858,TESS,clean/TESS/YAF_back_happy.wav,YAF,happy,back,1.8235374149659864,female
859,TESS,clean/TESS/OAF_tool_happy.wav,OAF,happy,tool,1.7768253968253969,female
860,TESS,clean/TESS/OAF_gin_disgust.wav,OAF,disgusted,gin,2.4043537414965988,female
861,TESS,clean/TESS/YAF_cause_happy.wav,YAF,happy,cause,1.9730158730158731,female
862,TESS,clean/TESS/OAF_pick_neutral.wav,OAF,neutral,pick,1.893560090702948,female
863,TESS,clean/TESS/YAF_dodge_happy.wav,YAF,happy,dodge,1.9396371882086167,female
864,TESS,clean/TESS/YAF_dip_happy.wav,YAF,happy,dip,1.7257142857142858,female
865,TESS,clean/TESS/YAF_learn_sad.wav,YAF,sad,learn,2.1943764172335603,female
866,TESS,clean/TESS/YAF_chief_sad.wav,YAF,sad,chief,2.110113378684807,female
867,TESS,clean/TESS/OAF_soup_ps.wav,OAF,surprised,soup,2.2424489795918365,female
868,TESS,clean/TESS/OAF_rain_disgust.wav,OAF,disgusted,rain,2.317596371882086,female
869,TESS,clean/TESS/YAF_numb_sad.wav,YAF,sad,numb,2.2066213151927436,female
870,TESS,clean/TESS/OAF_tire_ps.wav,OAF,surprised,tire,2.2745578231292516,female
871,TESS,clean/TESS/OAF_reach_neutral.wav,OAF,neutral,reach,2.191519274376417,female
872,TESS,clean/TESS/YAF_food_happy.wav,YAF,happy,food,1.9478004535147393,female
873,TESS,clean/TESS/OAF_page_ps.wav,OAF,surprised,page,2.1443083900226756,female
874,TESS,clean/TESS/OAF_germ_angry.wav,OAF,angry,germ,1.482312925170068,female
875,TESS,clean/TESS/OAF_live_sad.wav,OAF,sad,live,2.405578231292517,female
876,TESS,clean/TESS/OAF_tell_disgust.wav,OAF,disgusted,tell,2.1351020408163266,female
877,TESS,clean/TESS/OAF_room_ps.wav,OAF,surprised,room,1.8227210884353742,female
878,TESS,clean/TESS/YAF_mill_happy.wav,YAF,happy,mill,1.7723356009070295,female
879,TESS,clean/TESS/YAF_gun_disgust.wav,YAF,disgusted,gun,2.1998185941043085,female
880,TESS,clean/TESS/OAF_book_sad.wav,OAF,sad,book,2.515328798185941,female
881,TESS,clean/TESS/OAF_lean_ps.wav,OAF,surprised,lean,2.068934240362812,female
882,TESS,clean/TESS/YAF_keen_happy.wav,YAF,happy,keen,1.7836281179138322,female
883,TESS,clean/TESS/YAF_chat_happy.wav,YAF,happy,chat,1.9344671201814059,female
884,TESS,clean/TESS/YAF_keep_neutral.wav,YAF,neutral,keep,2.16249433106576,female
885,TESS,clean/TESS/OAF_sell_sad.wav,OAF,sad,sell,2.7577324263038547,female
886,TESS,clean/TESS/OAF_keen_fear.wav,OAF,fearful,keen,1.5999546485260772,female
887,TESS,clean/TESS/YAF_shall_angry.wav,YAF,angry,shall,2.1271201814058958,female
888,TESS,clean/TESS/OAF_gun_ps.wav,OAF,surprised,gun,1.9825396825396826,female
889,TESS,clean/TESS/YAF_kick_neutral.wav,YAF,neutral,kick,2.032244897959184,female
890,TESS,clean/TESS/YAF_pole_sad.wav,YAF,sad,pole,2.3392743764172335,female
891,TESS,clean/TESS/YAF_met_happy.wav,YAF,happy,met,1.8147845804988663,female
892,TESS,clean/TESS/YAF_wag_angry.wav,YAF,angry,wag,2.339546485260771,female
893,TESS,clean/TESS/OAF_jail_sad.wav,OAF,sad,jail,2.4569614512471656,female
894,TESS,clean/TESS/YAF_juice_angry.wav,YAF,angry,juice,2.1643537414965985,female
895,TESS,clean/TESS/YAF_pearl_fear.wav,YAF,fearful,pearl,1.6043990929705216,female
896,TESS,clean/TESS/YAF_live_disgust.wav,YAF,disgusted,live,2.4872562358276644,female
897,TESS,clean/TESS/OAF_whip_neutral.wav,OAF,neutral,whip,1.8092517006802722,female
898,TESS,clean/TESS/YAF_rain_happy.wav,YAF,happy,rain,2.0059863945578233,female
899,TESS,clean/TESS/OAF_hush_happy.wav,OAF,happy,hush,1.888843537414966,female
900,TESS,clean/TESS/YAF_lease_angry.wav,YAF,angry,lease,2.191519274376417,female
901,TESS,clean/TESS/OAF_shack_fear.wav,OAF,fearful,shack,1.6602267573696146,female
902,TESS,clean/TESS/YAF_hole_happy.wav,YAF,happy,hole,1.8370975056689343,female
903,TESS,clean/TESS/OAF_shall_neutral.wav,OAF,neutral,shall,1.943265306122449,female
904,TESS,clean/TESS/OAF_check_disgust.wav,OAF,disgusted,check,2.434013605442177,female
905,TESS,clean/TESS/OAF_burn_neutral.wav,OAF,neutral,burn,2.130294784580499,female
906,TESS,clean/TESS/OAF_near_disgust.wav,OAF,disgusted,near,2.135691609977324,female
907,TESS,clean/TESS/YAF_hash_neutral.wav,YAF,neutral,hash,2.020090702947846,female
908,TESS,clean/TESS/OAF_thumb_fear.wav,OAF,fearful,thumb,1.4617687074829933,female
909,TESS,clean/TESS/YAF_soap_ps.wav,YAF,surprised,soap,1.9541950113378685,female
910,TESS,clean/TESS/YAF_tough_fear.wav,YAF,fearful,tough,1.6395011337868481,female
911,TESS,clean/TESS/OAF_phone_ps.wav,OAF,surprised,phone,1.946077097505669,female
912,TESS,clean/TESS/OAF_mouse_happy.wav,OAF,happy,mouse,2.1736961451247168,female
913,TESS,clean/TESS/YAF_sour_ps.wav,YAF,surprised,sour,1.9076190476190475,female
914,TESS,clean/TESS/YAF_mode_neutral.wav,YAF,neutral,mode,1.88421768707483,female
915,TESS,clean/TESS/OAF_bite_fear.wav,OAF,fearful,bite,1.308344671201814,female
916,TESS,clean/TESS/YAF_hate_disgust.wav,YAF,disgusted,hate,2.3835827664399094,female
917,TESS,clean/TESS/YAF_gas_angry.wav,YAF,angry,gas,2.283673469387755,female
918,TESS,clean/TESS/OAF_pass_happy.wav,OAF,happy,pass,2.308390022675737,female
919,TESS,clean/TESS/OAF_dip_neutral.wav,OAF,neutral,dip,1.7280272108843537,female
920,TESS,clean/TESS/OAF_came_angry.wav,OAF,angry,came,1.6347392290249434,female
921,TESS,clean/TESS/YAF_raid_neutral.wav,YAF,neutral,raid,1.8857596371882086,female
922,TESS,clean/TESS/OAF_thumb_neutral.wav,OAF,neutral,thumb,1.935328798185941,female
923,TESS,clean/TESS/OAF_make_neutral.wav,OAF,neutral,make,1.933015873015873,female
924,TESS,clean/TESS/OAF_tire_neutral.wav,OAF,neutral,tire,1.9903854875283447,female
925,TESS,clean/TESS/OAF_kill_disgust.wav,OAF,disgusted,kill,2.318458049886621,female
926,TESS,clean/TESS/OAF_near_fear.wav,OAF,fearful,near,1.4054875283446713,female
927,TESS,clean/TESS/YAF_yearn_ps.wav,YAF,surprised,yearn,1.9170068027210885,female
928,TESS,clean/TESS/OAF_loaf_angry.wav,OAF,angry,loaf,1.678185941043084,female
929,TESS,clean/TESS/YAF_cause_neutral.wav,YAF,neutral,cause,2.2903854875283445,female
930,TESS,clean/TESS/YAF_thought_disgust.wav,YAF,disgusted,thought,2.432925170068027,female
931,TESS,clean/TESS/YAF_hall_sad.wav,YAF,sad,hall,2.1019954648526076,female
932,TESS,clean/TESS/YAF_witch_disgust.wav,YAF,disgusted,witch,2.597142857142857,female
933,TESS,clean/TESS/OAF_white_angry.wav,OAF,angry,white,1.4769160997732427,female
934,TESS,clean/TESS/YAF_deep_neutral.wav,YAF,neutral,deep,1.7826757369614512,female
935,TESS,clean/TESS/OAF_wife_fear.wav,OAF,fearful,wife,1.531655328798186,female
936,TESS,clean/TESS/OAF_lot_neutral.wav,OAF,neutral,lot,2.014829931972789,female
937,TESS,clean/TESS/YAF_lean_angry.wav,YAF,angry,lean,2.197278911564626,female
938,TESS,clean/TESS/OAF_road_neutral.wav,OAF,neutral,road,2.0895238095238096,female
939,TESS,clean/TESS/YAF_chain_ps.wav,YAF,surprised,chain,1.886938775510204,female
940,TESS,clean/TESS/OAF_lean_disgust.wav,OAF,disgusted,lean,2.261859410430839,female
941,TESS,clean/TESS/YAF_chalk_happy.wav,YAF,happy,chalk,1.833514739229025,female
942,TESS,clean/TESS/OAF_pole_angry.wav,OAF,angry,pole,1.577233560090703,female
943,TESS,clean/TESS/OAF_luck_sad.wav,OAF,sad,luck,2.31297052154195,female
944,TESS,clean/TESS/YAF_nag_disgust.wav,YAF,disgusted,nag,2.605895691609977,female
945,TESS,clean/TESS/OAF_red_fear.wav,OAF,fearful,red,1.453968253968254,female
946,TESS,clean/TESS/YAF_puff_angry.wav,YAF,angry,puff,1.8575056689342404,female
947,TESS,clean/TESS/YAF_shout_sad.wav,YAF,sad,shout,2.279501133786848,female
948,TESS,clean/TESS/OAF_tire_happy.wav,OAF,happy,tire,2.006666666666667,female
949,TESS,clean/TESS/OAF_mood_neutral.wav,OAF,neutral,mood,1.9369614512471656,female
950,TESS,clean/TESS/OAF_mess_neutral.wav,OAF,neutral,mess,2.1294784580498867,female
951,TESS,clean/TESS/YAF_kick_happy.wav,YAF,happy,kick,1.8193650793650793,female
952,TESS,clean/TESS/YAF_gin_fear.wav,YAF,fearful,gin,1.7026757369614511,female
953,TESS,clean/TESS/OAF_rag_happy.wav,OAF,happy,rag,2.069297052154195,female
954,TESS,clean/TESS/OAF_goal_ps.wav,OAF,surprised,goal,1.9421315192743764,female
955,TESS,clean/TESS/OAF_five_fear.wav,OAF,fearful,five,1.7023582766439909,female
956,TESS,clean/TESS/YAF_hurl_fear.wav,YAF,fearful,hurl,1.3824943310657596,female
957,TESS,clean/TESS/YAF_sell_happy.wav,YAF,happy,sell,1.8555555555555556,female
958,TESS,clean/TESS/OAF_vote_fear.wav,OAF,fearful,vote,1.5867573696145125,female
959,TESS,clean/TESS/YAF_keg_sad.wav,YAF,sad,keg,2.1527891156462586,female
960,TESS,clean/TESS/OAF_team_fear.wav,OAF,fearful,team,1.647528344671202,female
961,TESS,clean/TESS/OAF_join_ps.wav,OAF,surprised,join,2.1130612244897957,female
962,TESS,clean/TESS/OAF_kite_disgust.wav,OAF,disgusted,kite,2.1937414965986393,female
963,TESS,clean/TESS/YAF_cool_ps.wav,YAF,surprised,cool,1.8443990929705216,female
964,TESS,clean/TESS/YAF_mouse_fear.wav,YAF,fearful,mouse,1.544671201814059,female
965,TESS,clean/TESS/OAF_soap_sad.wav,OAF,sad,soap,2.7514285714285713,female
966,TESS,clean/TESS/YAF_nice_disgust.wav,YAF,disgusted,nice,2.603628117913832,female
967,TESS,clean/TESS/OAF_peg_neutral.wav,OAF,neutral,peg,1.9969160997732427,female
968,TESS,clean/TESS/YAF_nice_fear.wav,YAF,fearful,nice,1.7165079365079365,female
969,TESS,clean/TESS/OAF_seize_happy.wav,OAF,happy,seize,2.2025850340136053,female
970,TESS,clean/TESS/YAF_hall_disgust.wav,YAF,disgusted,hall,2.485578231292517,female
971,TESS,clean/TESS/OAF_ton_happy.wav,OAF,happy,ton,1.9217233560090703,female
972,TESS,clean/TESS/YAF_search_happy.wav,YAF,happy,search,2.093015873015873,female
973,TESS,clean/TESS/OAF_puff_fear.wav,OAF,fearful,puff,1.5812244897959185,female
974,TESS,clean/TESS/OAF_check_fear.wav,OAF,fearful,check,1.4512925170068027,female
975,TESS,clean/TESS/YAF_shack_sad.wav,YAF,sad,shack,2.2501133786848073,female
976,TESS,clean/TESS/YAF_tell_happy.wav,YAF,happy,tell,1.9759183673469387,female
977,TESS,clean/TESS/YAF_young_neutral.wav,YAF,neutral,young,2.0284353741496597,female
978,TESS,clean/TESS/YAF_lore_disgust.wav,YAF,disgusted,lore,2.419863945578231,female
979,TESS,clean/TESS/OAF_take_disgust.wav,OAF,disgusted,take,2.293514739229025,female
980,TESS,clean/TESS/YAF_rot_fear.wav,YAF,fearful,rot,1.7487528344671202,female
981,TESS,clean/TESS/OAF_tough_neutral.wav,OAF,neutral,tough,1.9096598639455782,female
982,TESS,clean/TESS/OAF_keen_sad.wav,OAF,sad,keen,2.491201814058957,female
983,TESS,clean/TESS/YAF_hush_angry.wav,YAF,angry,hush,2.0894331065759637,female
984,TESS,clean/TESS/OAF_rain_angry.wav,OAF,angry,rain,1.5053968253968253,female
985,TESS,clean/TESS/YAF_rat_angry.wav,YAF,angry,rat,2.3509297052154197,female
986,TESS,clean/TESS/OAF_have_disgust.wav,OAF,disgusted,have,2.462358276643991,female
987,TESS,clean/TESS/YAF_death_neutral.wav,YAF,neutral,death,1.8103401360544218,female
988,TESS,clean/TESS/YAF_cheek_happy.wav,YAF,happy,cheek,1.9485714285714286,female
989,TESS,clean/TESS/OAF_bath_disgust.wav,OAF,disgusted,bath,2.313968253968254,female
990,TESS,clean/TESS/YAF_jail_neutral.wav,YAF,neutral,jail,2.0765532879818593,female
991,TESS,clean/TESS/OAF_germ_fear.wav,OAF,fearful,germ,1.6567346938775511,female
