,dataset,filename,actor,emotion,intensity,statement,repitition,length,gender
213,RAVDESS,clean/RAVDESS/Actor_20/03-01-02-01-01-02-20.wav,20,calm,normal,01,02,1.3792290249433106,female
214,RAVDESS,clean/RAVDESS/Actor_20/03-01-01-01-01-01-20.wav,20,neutral,normal,01,01,1.4262585034013606,female
215,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-02-01-02-20.wav,20,surprised,strong,01,02,1.27297052154195,female
216,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-01-02-02-20.wav,20,surprised,normal,02,02,1.2289342403628118,female
217,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-01-01-01-20.wav,20,fearful,normal,01,01,1.186984126984127,female
218,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-01-01-02-20.wav,20,angry,normal,01,02,1.7134240362811792,female
219,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-02-02-02-20.wav,20,angry,strong,02,02,1.771655328798186,female
220,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-02-02-01-20.wav,20,fearful,strong,02,01,1.9843990929705215,female
221,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-01-02-01-20.wav,20,sad,normal,02,01,1.2247619047619047,female
222,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-01-02-02-20.wav,20,disgusted,normal,02,02,1.8951020408163266,female
223,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-02-01-02-20.wav,20,disgusted,strong,01,02,1.7015873015873015,female
224,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-02-01-01-20.wav,20,sad,strong,01,01,1.5860317460317461,female
225,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-02-02-01-20.wav,20,surprised,strong,02,01,2.1555555555555554,female
226,RAVDESS,clean/RAVDESS/Actor_20/03-01-08-01-01-01-20.wav,20,surprised,normal,01,01,1.282358276643991,female
227,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-01-02-01-20.wav,20,angry,normal,02,01,1.5121995464852607,female
228,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-01-02-02-20.wav,20,fearful,normal,02,02,1.3529251700680271,female
229,RAVDESS,clean/RAVDESS/Actor_20/03-01-06-02-01-02-20.wav,20,fearful,strong,01,02,3.998140589569161,female
230,RAVDESS,clean/RAVDESS/Actor_20/03-01-05-02-01-01-20.wav,20,angry,strong,01,01,3.082358276643991,female
231,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-01-01-01-20.wav,20,disgusted,normal,01,01,1.8924716553287981,female
232,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-01-01-02-20.wav,20,sad,normal,01,02,0.9596825396825397,female
233,RAVDESS,clean/RAVDESS/Actor_20/03-01-04-02-02-02-20.wav,20,sad,strong,02,02,2.3302040816326532,female
234,RAVDESS,clean/RAVDESS/Actor_20/03-01-07-02-02-01-20.wav,20,disgusted,strong,02,01,2.2575056689342405,female
235,RAVDESS,clean/RAVDESS/Actor_20/03-01-03-02-02-02-20.wav,20,happy,strong,02,02,2.043219954648526,female
236,RAVDESS,clean/RAVDESS/Actor_20/03-01-03-01-01-02-20.wav,20,happy,normal,01,02,1.712154195011338,female
237,RAVDESS,clean/RAVDESS/Actor_20/03-01-02-02-01-01-20.wav,20,calm,strong,01,01,1.3257142857142856,female
238,RAVDESS,clean/RAVDESS/Actor_20/03-01-01-01-02-02-20.wav,20,neutral,normal,02,02,1.5480272108843538,female
239,RAVDESS,clean/RAVDESS/Actor_20/03-01-02-01-02-01-20.wav,20,calm,normal,02,01,1.3176417233560092,female
240,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-02-01-01-21.wav,21,surprised,strong,01,01,1.7217687074829933,male
241,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-01-02-01-21.wav,21,surprised,normal,02,01,1.531201814058957,male
242,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-01-01-02-21.wav,21,fearful,normal,01,02,1.8785034013605442,male
243,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-01-01-01-21.wav,21,angry,normal,01,01,2.1909750566893424,male
244,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-02-02-01-21.wav,21,angry,strong,02,01,2.1901133786848073,male
245,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-02-02-02-21.wav,21,fearful,strong,02,02,1.8008616780045352,male
246,RAVDESS,clean/RAVDESS/Actor_21/03-01-04-01-02-02-21.wav,21,sad,normal,02,02,2.0406802721088435,male
247,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-01-02-01-21.wav,21,disgusted,normal,02,01,1.8401814058956916,male
248,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-02-01-01-21.wav,21,disgusted,strong,01,01,2.0364172335600905,male
249,RAVDESS,clean/RAVDESS/Actor_21/03-01-04-02-01-02-21.wav,21,sad,strong,01,02,2.2488888888888887,male
250,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-02-01-02-21.wav,21,happy,strong,01,02,1.9250340136054422,male
251,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-01-02-02-21.wav,21,happy,normal,02,02,1.8667573696145126,male
252,RAVDESS,clean/RAVDESS/Actor_21/03-01-02-02-02-01-21.wav,21,calm,strong,02,01,2.0648979591836736,male
253,RAVDESS,clean/RAVDESS/Actor_21/03-01-02-01-01-01-21.wav,21,calm,normal,01,01,2.040453514739229,male
254,RAVDESS,clean/RAVDESS/Actor_21/03-01-01-01-01-02-21.wav,21,neutral,normal,01,02,1.8639002267573697,male
255,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-02-02-01-21.wav,21,happy,strong,02,01,1.772154195011338,male
256,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-01-01-01-21.wav,21,happy,normal,01,01,1.9245804988662132,male
257,RAVDESS,clean/RAVDESS/Actor_21/03-01-02-02-01-02-21.wav,21,calm,strong,01,02,2.2901133786848074,male
258,RAVDESS,clean/RAVDESS/Actor_21/03-01-01-01-02-01-21.wav,21,neutral,normal,02,01,1.697142857142857,male
259,RAVDESS,clean/RAVDESS/Actor_21/03-01-02-01-02-02-21.wav,21,calm,normal,02,02,1.9951927437641723,male
260,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-02-02-02-21.wav,21,surprised,strong,02,02,1.652108843537415,male
261,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-01-01-02-21.wav,21,surprised,normal,01,02,1.5676190476190477,male
262,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-01-02-02-21.wav,21,angry,normal,02,02,2.032199546485261,male
263,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-01-02-01-21.wav,21,fearful,normal,02,01,2.0315192743764174,male
264,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-02-01-01-21.wav,21,fearful,strong,01,01,1.8834013605442177,male
265,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-02-01-02-21.wav,21,angry,strong,01,02,2.594557823129252,male
266,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-01-01-02-21.wav,21,disgusted,normal,01,02,2.169297052154195,male
267,RAVDESS,clean/RAVDESS/Actor_21/03-01-04-01-01-01-21.wav,21,sad,normal,01,01,2.184761904761905,male
268,RAVDESS,clean/RAVDESS/Actor_21/03-01-04-02-02-01-21.wav,21,sad,strong,02,01,2.210521541950113,male
269,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-02-02-02-21.wav,21,disgusted,strong,02,02,2.0363718820861676,male
270,RAVDESS,clean/RAVDESS/Actor_21/03-01-01-01-01-01-21.wav,21,neutral,normal,01,01,1.7700226757369615,male
271,RAVDESS,clean/RAVDESS/Actor_21/03-01-02-01-01-02-21.wav,21,calm,normal,01,02,2.0996371882086167,male
272,RAVDESS,clean/RAVDESS/Actor_21/03-01-02-02-02-02-21.wav,21,calm,strong,02,02,1.9891609977324263,male
273,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-01-02-01-21.wav,21,happy,normal,02,01,1.8064852607709752,male
274,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-02-01-01-21.wav,21,happy,strong,01,01,1.9104761904761904,male
275,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-01-02-02-21.wav,21,surprised,normal,02,02,1.6784126984126984,male
276,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-02-01-02-21.wav,21,surprised,strong,01,02,1.7636281179138322,male
277,RAVDESS,clean/RAVDESS/Actor_21/03-01-04-02-01-01-21.wav,21,sad,strong,01,01,2.2598185941043085,male
278,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-02-01-02-21.wav,21,disgusted,strong,01,02,2.055419501133787,male
279,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-01-02-02-21.wav,21,disgusted,normal,02,02,1.7398639455782312,male
280,RAVDESS,clean/RAVDESS/Actor_21/03-01-04-01-02-01-21.wav,21,sad,normal,02,01,2.029931972789116,male
281,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-02-02-01-21.wav,21,fearful,strong,02,01,1.9791836734693877,male
282,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-02-02-02-21.wav,21,angry,strong,02,02,2.330793650793651,male
283,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-01-01-02-21.wav,21,angry,normal,01,02,2.1175056689342404,male
284,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-01-01-01-21.wav,21,fearful,normal,01,01,1.892063492063492,male
285,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-01-01-01-21.wav,21,surprised,normal,01,01,1.5966893424036281,male
286,RAVDESS,clean/RAVDESS/Actor_21/03-01-08-02-02-01-21.wav,21,surprised,strong,02,01,1.5464852607709751,male
287,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-02-02-01-21.wav,21,disgusted,strong,02,01,2.1988662131519274,male
288,RAVDESS,clean/RAVDESS/Actor_21/03-01-04-02-02-02-21.wav,21,sad,strong,02,02,2.106938775510204,male
289,RAVDESS,clean/RAVDESS/Actor_21/03-01-04-01-01-02-21.wav,21,sad,normal,01,02,2.351791383219955,male
290,RAVDESS,clean/RAVDESS/Actor_21/03-01-07-01-01-01-21.wav,21,disgusted,normal,01,01,2.0127891156462585,male
291,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-02-01-01-21.wav,21,angry,strong,01,01,2.55015873015873,male
292,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-02-01-02-21.wav,21,fearful,strong,01,02,1.8478004535147392,male
293,RAVDESS,clean/RAVDESS/Actor_21/03-01-06-01-02-02-21.wav,21,fearful,normal,02,02,1.7453514739229026,male
294,RAVDESS,clean/RAVDESS/Actor_21/03-01-05-01-02-01-21.wav,21,angry,normal,02,01,2.104671201814059,male
295,RAVDESS,clean/RAVDESS/Actor_21/03-01-02-01-02-01-21.wav,21,calm,normal,02,01,1.7521995464852607,male
296,RAVDESS,clean/RAVDESS/Actor_21/03-01-01-01-02-02-21.wav,21,neutral,normal,02,02,1.6891156462585033,male
297,RAVDESS,clean/RAVDESS/Actor_21/03-01-02-02-01-01-21.wav,21,calm,strong,01,01,2.0617233560090704,male
298,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-01-01-02-21.wav,21,happy,normal,01,02,1.8838095238095238,male
299,RAVDESS,clean/RAVDESS/Actor_21/03-01-03-02-02-02-21.wav,21,happy,strong,02,02,1.8945124716553288,male
300,RAVDESS,clean/RAVDESS/Actor_19/03-01-01-01-01-02-19.wav,19,neutral,normal,01,02,1.406439909297052,male
301,RAVDESS,clean/RAVDESS/Actor_19/03-01-02-01-01-01-19.wav,19,calm,normal,01,01,1.737233560090703,male
302,RAVDESS,clean/RAVDESS/Actor_19/03-01-02-02-02-01-19.wav,19,calm,strong,02,01,2.5551020408163265,male
303,RAVDESS,clean/RAVDESS/Actor_19/03-01-03-01-02-02-19.wav,19,happy,normal,02,02,1.9678458049886622,male
304,RAVDESS,clean/RAVDESS/Actor_19/03-01-03-02-01-02-19.wav,19,happy,strong,01,02,2.2766439909297054,male
305,RAVDESS,clean/RAVDESS/Actor_19/03-01-04-02-01-02-19.wav,19,sad,strong,01,02,2.12562358276644,male
306,RAVDESS,clean/RAVDESS/Actor_19/03-01-07-02-01-01-19.wav,19,disgusted,strong,01,01,3.01578231292517,male
307,RAVDESS,clean/RAVDESS/Actor_19/03-01-07-01-02-01-19.wav,19,disgusted,normal,02,01,2.2947845804988662,male
308,RAVDESS,clean/RAVDESS/Actor_19/03-01-04-01-02-02-19.wav,19,sad,normal,02,02,1.7874829931972789,male
309,RAVDESS,clean/RAVDESS/Actor_19/03-01-06-02-02-02-19.wav,19,fearful,strong,02,02,3.702312925170068,male
310,RAVDESS,clean/RAVDESS/Actor_19/03-01-05-02-02-01-19.wav,19,angry,strong,02,01,2.78390022675737,male
311,RAVDESS,clean/RAVDESS/Actor_19/03-01-05-01-01-01-19.wav,19,angry,normal,01,01,1.8845804988662131,male
312,RAVDESS,clean/RAVDESS/Actor_19/03-01-06-01-01-02-19.wav,19,fearful,normal,01,02,2.1708390022675736,male
313,RAVDESS,clean/RAVDESS/Actor_19/03-01-08-01-02-01-19.wav,19,surprised,normal,02,01,2.21827664399093,male
314,RAVDESS,clean/RAVDESS/Actor_19/03-01-08-02-01-01-19.wav,19,surprised,strong,01,01,2.2848526077097504,male
315,RAVDESS,clean/RAVDESS/Actor_19/03-01-07-02-02-02-19.wav,19,disgusted,strong,02,02,3.5396371882086166,male
316,RAVDESS,clean/RAVDESS/Actor_19/03-01-04-02-02-01-19.wav,19,sad,strong,02,01,1.5377777777777777,male
317,RAVDESS,clean/RAVDESS/Actor_19/03-01-04-01-01-01-19.wav,19,sad,normal,01,01,1.5026757369614512,male
318,RAVDESS,clean/RAVDESS/Actor_19/03-01-07-01-01-02-19.wav,19,disgusted,normal,01,02,2.9402267573696146,male
319,RAVDESS,clean/RAVDESS/Actor_19/03-01-05-02-01-02-19.wav,19,angry,strong,01,02,2.9137414965986395,male
320,RAVDESS,clean/RAVDESS/Actor_19/03-01-06-02-01-01-19.wav,19,fearful,strong,01,01,2.643582766439909,male
321,RAVDESS,clean/RAVDESS/Actor_19/03-01-06-01-02-01-19.wav,19,fearful,normal,02,01,2.0519727891156463,male
322,RAVDESS,clean/RAVDESS/Actor_19/03-01-05-01-02-02-19.wav,19,angry,normal,02,02,2.3303401360544216,male
323,RAVDESS,clean/RAVDESS/Actor_19/03-01-08-01-01-02-19.wav,19,surprised,normal,01,02,1.6352380952380952,male
324,RAVDESS,clean/RAVDESS/Actor_19/03-01-08-02-02-02-19.wav,19,surprised,strong,02,02,1.4110204081632653,male
325,RAVDESS,clean/RAVDESS/Actor_19/03-01-02-01-02-02-19.wav,19,calm,normal,02,02,1.5682993197278912,male
326,RAVDESS,clean/RAVDESS/Actor_19/03-01-01-01-02-01-19.wav,19,neutral,normal,02,01,1.4024943310657596,male
327,RAVDESS,clean/RAVDESS/Actor_19/03-01-02-02-01-02-19.wav,19,calm,strong,01,02,2.077097505668934,male
328,RAVDESS,clean/RAVDESS/Actor_19/03-01-03-01-01-01-19.wav,19,happy,normal,01,01,2.1527437641723357,male
329,RAVDESS,clean/RAVDESS/Actor_19/03-01-03-02-02-01-19.wav,19,happy,strong,02,01,2.753514739229025,male
330,RAVDESS,clean/RAVDESS/Actor_19/03-01-06-01-01-01-19.wav,19,fearful,normal,01,01,1.9401360544217687,male
331,RAVDESS,clean/RAVDESS/Actor_19/03-01-05-01-01-02-19.wav,19,angry,normal,01,02,1.8063945578231293,male
332,RAVDESS,clean/RAVDESS/Actor_19/03-01-05-02-02-02-19.wav,19,angry,strong,02,02,2.3013151927437643,male
333,RAVDESS,clean/RAVDESS/Actor_19/03-01-06-02-02-01-19.wav,19,fearful,strong,02,01,2.2327891156462587,male
334,RAVDESS,clean/RAVDESS/Actor_19/03-01-04-01-02-01-19.wav,19,sad,normal,02,01,1.3393650793650793,male
335,RAVDESS,clean/RAVDESS/Actor_19/03-01-07-01-02-02-19.wav,19,disgusted,normal,02,02,2.083582766439909,male
336,RAVDESS,clean/RAVDESS/Actor_19/03-01-07-02-01-02-19.wav,19,disgusted,strong,01,02,3.8193197278911564,male
337,RAVDESS,clean/RAVDESS/Actor_19/03-01-04-02-01-01-19.wav,19,sad,strong,01,01,3.0080725623582767,male
338,RAVDESS,clean/RAVDESS/Actor_19/03-01-08-02-01-02-19.wav,19,surprised,strong,01,02,2.694013605442177,male
339,RAVDESS,clean/RAVDESS/Actor_19/03-01-08-01-02-02-19.wav,19,surprised,normal,02,02,1.099092970521542,male
340,RAVDESS,clean/RAVDESS/Actor_19/03-01-03-02-01-01-19.wav,19,happy,strong,01,01,1.9926984126984126,male
341,RAVDESS,clean/RAVDESS/Actor_19/03-01-03-01-02-01-19.wav,19,happy,normal,02,01,1.5496598639455783,male
342,RAVDESS,clean/RAVDESS/Actor_19/03-01-02-02-02-02-19.wav,19,calm,strong,02,02,2.252834467120181,male
343,RAVDESS,clean/RAVDESS/Actor_19/03-01-02-01-01-02-19.wav,19,calm,normal,01,02,1.6704761904761904,male
344,RAVDESS,clean/RAVDESS/Actor_19/03-01-01-01-01-01-19.wav,19,neutral,normal,01,01,1.4063038548752835,male
345,RAVDESS,clean/RAVDESS/Actor_19/03-01-03-02-02-02-19.wav,19,happy,strong,02,02,2.097687074829932,male
346,RAVDESS,clean/RAVDESS/Actor_19/03-01-03-01-01-02-19.wav,19,happy,normal,01,02,2.0103854875283447,male
347,RAVDESS,clean/RAVDESS/Actor_19/03-01-02-02-01-01-19.wav,19,calm,strong,01,01,2.6020861678004534,male
348,RAVDESS,clean/RAVDESS/Actor_19/03-01-01-01-02-02-19.wav,19,neutral,normal,02,02,1.4007256235827665,male
349,RAVDESS,clean/RAVDESS/Actor_19/03-01-02-01-02-01-19.wav,19,calm,normal,02,01,1.3898866213151928,male
350,RAVDESS,clean/RAVDESS/Actor_19/03-01-05-01-02-01-19.wav,19,angry,normal,02,01,1.4526984126984126,male
351,RAVDESS,clean/RAVDESS/Actor_19/03-01-06-01-02-02-19.wav,19,fearful,normal,02,02,1.652517006802721,male
352,RAVDESS,clean/RAVDESS/Actor_19/03-01-06-02-01-02-19.wav,19,fearful,strong,01,02,2.5313832199546487,male
353,RAVDESS,clean/RAVDESS/Actor_19/03-01-05-02-01-01-19.wav,19,angry,strong,01,01,2.0296598639455783,male
354,RAVDESS,clean/RAVDESS/Actor_19/03-01-07-01-01-01-19.wav,19,disgusted,normal,01,01,2.505487528344671,male
355,RAVDESS,clean/RAVDESS/Actor_19/03-01-04-01-01-02-19.wav,19,sad,normal,01,02,1.6608163265306122,male
356,RAVDESS,clean/RAVDESS/Actor_19/03-01-04-02-02-02-19.wav,19,sad,strong,02,02,2.479092970521542,male
357,RAVDESS,clean/RAVDESS/Actor_19/03-01-07-02-02-01-19.wav,19,disgusted,strong,02,01,3.086893424036281,male
358,RAVDESS,clean/RAVDESS/Actor_19/03-01-08-02-02-01-19.wav,19,surprised,strong,02,01,1.8982312925170068,male
359,RAVDESS,clean/RAVDESS/Actor_19/03-01-08-01-01-01-19.wav,19,surprised,normal,01,01,1.8058503401360544,male
360,RAVDESS,clean/RAVDESS/Actor_10/03-01-03-02-02-02-10.wav,10,happy,strong,02,02,2.292925170068027,female
361,RAVDESS,clean/RAVDESS/Actor_10/03-01-03-01-01-02-10.wav,10,happy,normal,01,02,1.6011337868480726,female
362,RAVDESS,clean/RAVDESS/Actor_10/03-01-02-02-01-01-10.wav,10,calm,strong,01,01,1.7984126984126985,female
363,RAVDESS,clean/RAVDESS/Actor_10/03-01-02-01-02-01-10.wav,10,calm,normal,02,01,1.7233560090702948,female
364,RAVDESS,clean/RAVDESS/Actor_10/03-01-01-01-02-02-10.wav,10,neutral,normal,02,02,1.7322902494331065,female
365,RAVDESS,clean/RAVDESS/Actor_10/03-01-06-01-02-02-10.wav,10,fearful,normal,02,02,1.568390022675737,female
366,RAVDESS,clean/RAVDESS/Actor_10/03-01-05-01-02-01-10.wav,10,angry,normal,02,01,2.2024943310657594,female
367,RAVDESS,clean/RAVDESS/Actor_10/03-01-05-02-01-01-10.wav,10,angry,strong,01,01,2.2770068027210884,female
368,RAVDESS,clean/RAVDESS/Actor_10/03-01-06-02-01-02-10.wav,10,fearful,strong,01,02,2.0740136054421767,female
369,RAVDESS,clean/RAVDESS/Actor_10/03-01-04-01-01-02-10.wav,10,sad,normal,01,02,1.5931519274376418,female
370,RAVDESS,clean/RAVDESS/Actor_10/03-01-07-01-01-01-10.wav,10,disgusted,normal,01,01,1.7931519274376417,female
371,RAVDESS,clean/RAVDESS/Actor_10/03-01-07-02-02-01-10.wav,10,disgusted,strong,02,01,2.3412244897959185,female
372,RAVDESS,clean/RAVDESS/Actor_10/03-01-04-02-02-02-10.wav,10,sad,strong,02,02,1.8165532879818593,female
373,RAVDESS,clean/RAVDESS/Actor_10/03-01-08-02-02-01-10.wav,10,surprised,strong,02,01,1.7791836734693878,female
374,RAVDESS,clean/RAVDESS/Actor_10/03-01-08-01-01-01-10.wav,10,surprised,normal,01,01,1.3803628117913833,female
375,RAVDESS,clean/RAVDESS/Actor_10/03-01-05-01-01-02-10.wav,10,angry,normal,01,02,2.2998185941043086,female
376,RAVDESS,clean/RAVDESS/Actor_10/03-01-06-01-01-01-10.wav,10,fearful,normal,01,01,1.4813605442176871,female
377,RAVDESS,clean/RAVDESS/Actor_10/03-01-06-02-02-01-10.wav,10,fearful,strong,02,01,2.1731519274376416,female
378,RAVDESS,clean/RAVDESS/Actor_10/03-01-05-02-02-02-10.wav,10,angry,strong,02,02,2.275918367346939,female
379,RAVDESS,clean/RAVDESS/Actor_10/03-01-07-01-02-02-10.wav,10,disgusted,normal,02,02,2.4965532879818593,female
380,RAVDESS,clean/RAVDESS/Actor_10/03-01-04-01-02-01-10.wav,10,sad,normal,02,01,1.6226757369614513,female
381,RAVDESS,clean/RAVDESS/Actor_10/03-01-04-02-01-01-10.wav,10,sad,strong,01,01,1.952063492063492,female
382,RAVDESS,clean/RAVDESS/Actor_10/03-01-07-02-01-02-10.wav,10,disgusted,strong,01,02,2.713469387755102,female
383,RAVDESS,clean/RAVDESS/Actor_10/03-01-08-02-01-02-10.wav,10,surprised,strong,01,02,1.511111111111111,female
384,RAVDESS,clean/RAVDESS/Actor_10/03-01-08-01-02-02-10.wav,10,surprised,normal,02,02,1.5829478458049886,female
385,RAVDESS,clean/RAVDESS/Actor_10/03-01-03-02-01-01-10.wav,10,happy,strong,01,01,2.3462585034013603,female
386,RAVDESS,clean/RAVDESS/Actor_10/03-01-03-01-02-01-10.wav,10,happy,normal,02,01,1.6201814058956916,female
387,RAVDESS,clean/RAVDESS/Actor_10/03-01-02-02-02-02-10.wav,10,calm,strong,02,02,1.9741950113378686,female
388,RAVDESS,clean/RAVDESS/Actor_10/03-01-01-01-01-01-10.wav,10,neutral,normal,01,01,1.6784126984126984,female
389,RAVDESS,clean/RAVDESS/Actor_10/03-01-02-01-01-02-10.wav,10,calm,normal,01,02,1.7580498866213152,female
390,RAVDESS,clean/RAVDESS/Actor_10/03-01-04-02-02-01-10.wav,10,sad,strong,02,01,1.7715192743764172,female
391,RAVDESS,clean/RAVDESS/Actor_10/03-01-07-02-02-02-10.wav,10,disgusted,strong,02,02,3.0453514739229024,female
392,RAVDESS,clean/RAVDESS/Actor_10/03-01-07-01-01-02-10.wav,10,disgusted,normal,01,02,2.2505215419501132,female
393,RAVDESS,clean/RAVDESS/Actor_10/03-01-04-01-01-01-10.wav,10,sad,normal,01,01,1.4742857142857142,female
394,RAVDESS,clean/RAVDESS/Actor_10/03-01-06-02-01-01-10.wav,10,fearful,strong,01,01,2.084580498866213,female
395,RAVDESS,clean/RAVDESS/Actor_10/03-01-05-02-01-02-10.wav,10,angry,strong,01,02,2.5615873015873016,female
396,RAVDESS,clean/RAVDESS/Actor_10/03-01-05-01-02-02-10.wav,10,angry,normal,02,02,2.2331972789115646,female
397,RAVDESS,clean/RAVDESS/Actor_10/03-01-06-01-02-01-10.wav,10,fearful,normal,02,01,1.6500680272108843,female
398,RAVDESS,clean/RAVDESS/Actor_10/03-01-08-01-01-02-10.wav,10,surprised,normal,01,02,1.510657596371882,female
399,RAVDESS,clean/RAVDESS/Actor_10/03-01-08-02-02-02-10.wav,10,surprised,strong,02,02,1.9787301587301587,female
400,RAVDESS,clean/RAVDESS/Actor_10/03-01-01-01-02-01-10.wav,10,neutral,normal,02,01,1.856235827664399,female
401,RAVDESS,clean/RAVDESS/Actor_10/03-01-02-01-02-02-10.wav,10,calm,normal,02,02,1.8114285714285714,female
402,RAVDESS,clean/RAVDESS/Actor_10/03-01-02-02-01-02-10.wav,10,calm,strong,01,02,1.9506575963718822,female
403,RAVDESS,clean/RAVDESS/Actor_10/03-01-03-01-01-01-10.wav,10,happy,normal,01,01,1.608390022675737,female
404,RAVDESS,clean/RAVDESS/Actor_10/03-01-03-02-02-01-10.wav,10,happy,strong,02,01,2.556689342403628,female
405,RAVDESS,clean/RAVDESS/Actor_10/03-01-02-01-01-01-10.wav,10,calm,normal,01,01,1.8438548752834467,female
406,RAVDESS,clean/RAVDESS/Actor_10/03-01-01-01-01-02-10.wav,10,neutral,normal,01,02,1.962267573696145,female
407,RAVDESS,clean/RAVDESS/Actor_10/03-01-02-02-02-01-10.wav,10,calm,strong,02,01,1.9440362811791383,female
408,RAVDESS,clean/RAVDESS/Actor_10/03-01-03-01-02-02-10.wav,10,happy,normal,02,02,1.4754648526077097,female
409,RAVDESS,clean/RAVDESS/Actor_10/03-01-03-02-01-02-10.wav,10,happy,strong,01,02,2.244671201814059,female
410,RAVDESS,clean/RAVDESS/Actor_10/03-01-07-02-01-01-10.wav,10,disgusted,strong,01,01,2.907573696145125,female
411,RAVDESS,clean/RAVDESS/Actor_10/03-01-04-02-01-02-10.wav,10,sad,strong,01,02,1.8690249433106576,female
412,RAVDESS,clean/RAVDESS/Actor_10/03-01-04-01-02-02-10.wav,10,sad,normal,02,02,1.83124716553288,female
413,RAVDESS,clean/RAVDESS/Actor_10/03-01-07-01-02-01-10.wav,10,disgusted,normal,02,01,2.0030385487528344,female
414,RAVDESS,clean/RAVDESS/Actor_10/03-01-05-02-02-01-10.wav,10,angry,strong,02,01,1.9775510204081632,female
415,RAVDESS,clean/RAVDESS/Actor_10/03-01-06-02-02-02-10.wav,10,fearful,strong,02,02,2.0113378684807257,female
416,RAVDESS,clean/RAVDESS/Actor_10/03-01-06-01-01-02-10.wav,10,fearful,normal,01,02,1.4146031746031746,female
417,RAVDESS,clean/RAVDESS/Actor_10/03-01-05-01-01-01-10.wav,10,angry,normal,01,01,1.9834920634920634,female
418,RAVDESS,clean/RAVDESS/Actor_10/03-01-08-01-02-01-10.wav,10,surprised,normal,02,01,1.6253968253968254,female
419,RAVDESS,clean/RAVDESS/Actor_10/03-01-08-02-01-01-10.wav,10,surprised,strong,01,01,1.599501133786848,female
420,RAVDESS,clean/RAVDESS/Actor_17/03-01-07-02-02-01-17.wav,17,disgusted,strong,02,01,2.659546485260771,male
421,RAVDESS,clean/RAVDESS/Actor_17/03-01-04-02-02-02-17.wav,17,sad,strong,02,02,1.5202267573696144,male
422,RAVDESS,clean/RAVDESS/Actor_17/03-01-04-01-01-02-17.wav,17,sad,normal,01,02,1.5518820861678004,male
423,RAVDESS,clean/RAVDESS/Actor_17/03-01-07-01-01-01-17.wav,17,disgusted,normal,01,01,1.719954648526077,male
424,RAVDESS,clean/RAVDESS/Actor_17/03-01-05-02-01-01-17.wav,17,angry,strong,01,01,1.5720181405895692,male
425,RAVDESS,clean/RAVDESS/Actor_17/03-01-06-02-01-02-17.wav,17,fearful,strong,01,02,2.6341043083900226,male
