,dataset,filename,actor,emotion,length,gender,set
881,RAVDESS,clean/RAVDESS/Actor_22/03-01-01-01-02-02-22.wav,22,neutral,1.6031292517006803,female,train
882,RAVDESS,clean/RAVDESS/Actor_22/03-01-03-01-01-02-22.wav,22,happy,1.4814512471655328,female,train
883,RAVDESS,clean/RAVDESS/Actor_22/03-01-03-02-02-02-22.wav,22,happy,2.04140589569161,female,train
884,RAVDESS,clean/RAVDESS/Actor_14/03-01-08-01-01-01-14.wav,14,surprised,1.6313832199546485,female,train
885,RAVDESS,clean/RAVDESS/Actor_14/03-01-08-02-02-01-14.wav,14,surprised,1.7189115646258504,female,train
886,RAVDESS,clean/RAVDESS/Actor_14/03-01-04-02-02-02-14.wav,14,sad,1.908843537414966,female,train
887,RAVDESS,clean/RAVDESS/Actor_14/03-01-07-02-02-01-14.wav,14,disgusted,1.7840362811791384,female,train
888,RAVDESS,clean/RAVDESS/Actor_14/03-01-07-01-01-01-14.wav,14,disgusted,2.074421768707483,female,test
889,RAVDESS,clean/RAVDESS/Actor_14/03-01-04-01-01-02-14.wav,14,sad,1.579546485260771,female,test
890,RAVDESS,clean/RAVDESS/Actor_14/03-01-06-02-01-02-14.wav,14,fearful,1.916326530612245,female,train
891,RAVDESS,clean/RAVDESS/Actor_14/03-01-05-02-01-01-14.wav,14,angry,2.5596825396825396,female,train
892,RAVDESS,clean/RAVDESS/Actor_14/03-01-05-01-02-01-14.wav,14,angry,1.683764172335601,female,train
893,RAVDESS,clean/RAVDESS/Actor_14/03-01-06-01-02-02-14.wav,14,fearful,1.3556916099773242,female,train
894,RAVDESS,clean/RAVDESS/Actor_14/03-01-01-01-02-02-14.wav,14,neutral,1.5261678004535146,female,train
895,RAVDESS,clean/RAVDESS/Actor_14/03-01-03-01-01-02-14.wav,14,happy,1.7290702947845804,female,train
896,RAVDESS,clean/RAVDESS/Actor_14/03-01-03-02-02-02-14.wav,14,happy,2.0494784580498866,female,test
897,RAVDESS,clean/RAVDESS/Actor_14/03-01-01-01-01-01-14.wav,14,neutral,1.3974149659863946,female,test
898,RAVDESS,clean/RAVDESS/Actor_14/03-01-03-01-02-01-14.wav,14,happy,1.4083900226757369,female,train
899,RAVDESS,clean/RAVDESS/Actor_14/03-01-03-02-01-01-14.wav,14,happy,2.0761904761904764,female,train
900,RAVDESS,clean/RAVDESS/Actor_14/03-01-08-01-02-02-14.wav,14,surprised,1.354013605442177,female,train
901,RAVDESS,clean/RAVDESS/Actor_14/03-01-08-02-01-02-14.wav,14,surprised,1.7173242630385488,female,train
902,RAVDESS,clean/RAVDESS/Actor_14/03-01-07-02-01-02-14.wav,14,disgusted,1.7779138321995465,female,train
903,RAVDESS,clean/RAVDESS/Actor_14/03-01-04-02-01-01-14.wav,14,sad,1.8769614512471655,female,train
904,RAVDESS,clean/RAVDESS/Actor_14/03-01-04-01-02-01-14.wav,14,sad,1.4277551020408163,female,train
905,RAVDESS,clean/RAVDESS/Actor_14/03-01-07-01-02-02-14.wav,14,disgusted,1.8307936507936509,female,train
906,RAVDESS,clean/RAVDESS/Actor_14/03-01-05-02-02-02-14.wav,14,angry,2.5974149659863945,female,train
907,RAVDESS,clean/RAVDESS/Actor_14/03-01-06-02-02-01-14.wav,14,fearful,1.8402721088435374,female,test
908,RAVDESS,clean/RAVDESS/Actor_14/03-01-06-01-01-01-14.wav,14,fearful,1.316326530612245,female,train
909,RAVDESS,clean/RAVDESS/Actor_14/03-01-05-01-01-02-14.wav,14,angry,1.6889342403628118,female,train
910,RAVDESS,clean/RAVDESS/Actor_14/03-01-03-02-02-01-14.wav,14,happy,2.163809523809524,female,train
911,RAVDESS,clean/RAVDESS/Actor_14/03-01-03-01-01-01-14.wav,14,happy,1.9215873015873015,female,test
912,RAVDESS,clean/RAVDESS/Actor_14/03-01-01-01-02-01-14.wav,14,neutral,1.3985034013605442,female,train
913,RAVDESS,clean/RAVDESS/Actor_14/03-01-08-02-02-02-14.wav,14,surprised,1.7722448979591836,female,train
914,RAVDESS,clean/RAVDESS/Actor_14/03-01-08-01-01-02-14.wav,14,surprised,1.5998639455782313,female,train
915,RAVDESS,clean/RAVDESS/Actor_14/03-01-06-01-02-01-14.wav,14,fearful,1.3690702947845805,female,test
916,RAVDESS,clean/RAVDESS/Actor_14/03-01-05-01-02-02-14.wav,14,angry,1.9327891156462584,female,train
917,RAVDESS,clean/RAVDESS/Actor_14/03-01-05-02-01-02-14.wav,14,angry,2.68734693877551,female,train
918,RAVDESS,clean/RAVDESS/Actor_14/03-01-06-02-01-01-14.wav,14,fearful,1.9025850340136055,female,train
919,RAVDESS,clean/RAVDESS/Actor_14/03-01-04-01-01-01-14.wav,14,sad,1.6485260770975056,female,train
920,RAVDESS,clean/RAVDESS/Actor_14/03-01-07-01-01-02-14.wav,14,disgusted,1.6931519274376416,female,train
921,RAVDESS,clean/RAVDESS/Actor_14/03-01-07-02-02-02-14.wav,14,disgusted,1.8360090702947847,female,train
922,RAVDESS,clean/RAVDESS/Actor_14/03-01-04-02-02-01-14.wav,14,sad,1.6868480725623582,female,train
923,RAVDESS,clean/RAVDESS/Actor_14/03-01-08-02-01-01-14.wav,14,surprised,1.9816326530612245,female,train
924,RAVDESS,clean/RAVDESS/Actor_14/03-01-08-01-02-01-14.wav,14,surprised,1.2336507936507937,female,train
925,RAVDESS,clean/RAVDESS/Actor_14/03-01-05-01-01-01-14.wav,14,angry,1.5602267573696145,female,train
926,RAVDESS,clean/RAVDESS/Actor_14/03-01-06-01-01-02-14.wav,14,fearful,1.5520181405895692,female,train
927,RAVDESS,clean/RAVDESS/Actor_14/03-01-06-02-02-02-14.wav,14,fearful,1.8040816326530613,female,train
928,RAVDESS,clean/RAVDESS/Actor_14/03-01-05-02-02-01-14.wav,14,angry,2.227392290249433,female,train
929,RAVDESS,clean/RAVDESS/Actor_14/03-01-07-01-02-01-14.wav,14,disgusted,1.770657596371882,female,train
930,RAVDESS,clean/RAVDESS/Actor_14/03-01-04-01-02-02-14.wav,14,sad,1.4862131519274377,female,train
931,RAVDESS,clean/RAVDESS/Actor_14/03-01-04-02-01-02-14.wav,14,sad,1.6476190476190475,female,train
932,RAVDESS,clean/RAVDESS/Actor_14/03-01-07-02-01-01-14.wav,14,disgusted,2.447755102040816,female,train
933,RAVDESS,clean/RAVDESS/Actor_14/03-01-03-02-01-02-14.wav,14,happy,2.0471655328798186,female,train
934,RAVDESS,clean/RAVDESS/Actor_14/03-01-03-01-02-02-14.wav,14,happy,1.530657596371882,female,train
935,RAVDESS,clean/RAVDESS/Actor_14/03-01-01-01-01-02-14.wav,14,neutral,1.2501133786848073,female,train
936,RAVDESS,clean/RAVDESS/Actor_13/03-01-03-02-02-02-13.wav,13,happy,1.4863945578231292,male,train
937,RAVDESS,clean/RAVDESS/Actor_13/03-01-03-01-01-02-13.wav,13,happy,1.2832199546485261,male,test
938,RAVDESS,clean/RAVDESS/Actor_13/03-01-01-01-02-02-13.wav,13,neutral,1.1910204081632654,male,train
939,RAVDESS,clean/RAVDESS/Actor_13/03-01-08-02-02-01-13.wav,13,surprised,1.4584580498866213,male,train
940,RAVDESS,clean/RAVDESS/Actor_13/03-01-08-01-01-01-13.wav,13,surprised,1.4947845804988662,male,train
941,RAVDESS,clean/RAVDESS/Actor_13/03-01-05-01-02-01-13.wav,13,angry,1.6682539682539683,male,train
942,RAVDESS,clean/RAVDESS/Actor_13/03-01-06-01-02-02-13.wav,13,fearful,1.3431292517006803,male,train
943,RAVDESS,clean/RAVDESS/Actor_13/03-01-06-02-01-02-13.wav,13,fearful,1.4872108843537415,male,train
944,RAVDESS,clean/RAVDESS/Actor_13/03-01-05-02-01-01-13.wav,13,angry,1.8291156462585034,male,train
945,RAVDESS,clean/RAVDESS/Actor_13/03-01-07-01-01-01-13.wav,13,disgusted,1.2035374149659863,male,train
946,RAVDESS,clean/RAVDESS/Actor_13/03-01-04-01-01-02-13.wav,13,sad,1.5547845804988663,male,train
947,RAVDESS,clean/RAVDESS/Actor_13/03-01-04-02-02-02-13.wav,13,sad,1.3422675736961451,male,train
948,RAVDESS,clean/RAVDESS/Actor_13/03-01-07-02-02-01-13.wav,13,disgusted,1.460498866213152,male,train
949,RAVDESS,clean/RAVDESS/Actor_13/03-01-08-02-01-02-13.wav,13,surprised,1.4124716553287981,male,test
950,RAVDESS,clean/RAVDESS/Actor_13/03-01-08-01-02-02-13.wav,13,surprised,1.1301587301587301,male,train
951,RAVDESS,clean/RAVDESS/Actor_13/03-01-06-01-01-01-13.wav,13,fearful,1.2129705215419502,male,train
952,RAVDESS,clean/RAVDESS/Actor_13/03-01-05-01-01-02-13.wav,13,angry,1.626984126984127,male,train
953,RAVDESS,clean/RAVDESS/Actor_13/03-01-05-02-02-02-13.wav,13,angry,2.409795918367347,male,train
954,RAVDESS,clean/RAVDESS/Actor_13/03-01-06-02-02-01-13.wav,13,fearful,1.663174603174603,male,train
955,RAVDESS,clean/RAVDESS/Actor_13/03-01-04-01-02-01-13.wav,13,sad,1.5063038548752834,male,train
956,RAVDESS,clean/RAVDESS/Actor_13/03-01-07-01-02-02-13.wav,13,disgusted,1.3089795918367346,male,train
957,RAVDESS,clean/RAVDESS/Actor_13/03-01-07-02-01-02-13.wav,13,disgusted,1.9833560090702949,male,train
958,RAVDESS,clean/RAVDESS/Actor_13/03-01-04-02-01-01-13.wav,13,sad,1.3678004535147392,male,train
959,RAVDESS,clean/RAVDESS/Actor_13/03-01-03-02-01-01-13.wav,13,happy,1.5984580498866212,male,train
960,RAVDESS,clean/RAVDESS/Actor_13/03-01-03-01-02-01-13.wav,13,happy,1.2336054421768707,male,test
961,RAVDESS,clean/RAVDESS/Actor_13/03-01-01-01-01-01-13.wav,13,neutral,1.2043537414965986,male,train
962,RAVDESS,clean/RAVDESS/Actor_13/03-01-08-01-01-02-13.wav,13,surprised,1.224172335600907,male,train
963,RAVDESS,clean/RAVDESS/Actor_13/03-01-08-02-02-02-13.wav,13,surprised,1.4267573696145124,male,train
964,RAVDESS,clean/RAVDESS/Actor_13/03-01-07-02-02-02-13.wav,13,disgusted,1.5224943310657597,male,test
965,RAVDESS,clean/RAVDESS/Actor_13/03-01-04-02-02-01-13.wav,13,sad,1.519501133786848,male,train
966,RAVDESS,clean/RAVDESS/Actor_13/03-01-04-01-01-01-13.wav,13,sad,1.6061678004535147,male,train
967,RAVDESS,clean/RAVDESS/Actor_13/03-01-07-01-01-02-13.wav,13,disgusted,1.227845804988662,male,train
968,RAVDESS,clean/RAVDESS/Actor_13/03-01-05-02-01-02-13.wav,13,angry,2.395827664399093,male,train
969,RAVDESS,clean/RAVDESS/Actor_13/03-01-06-02-01-01-13.wav,13,fearful,1.412517006802721,male,test
970,RAVDESS,clean/RAVDESS/Actor_13/03-01-06-01-02-01-13.wav,13,fearful,1.319002267573696,male,train
971,RAVDESS,clean/RAVDESS/Actor_13/03-01-05-01-02-02-13.wav,13,angry,1.4941043083900227,male,train
972,RAVDESS,clean/RAVDESS/Actor_13/03-01-01-01-02-01-13.wav,13,neutral,1.15156462585034,male,train
973,RAVDESS,clean/RAVDESS/Actor_13/03-01-03-01-01-01-13.wav,13,happy,1.2993650793650793,male,train
974,RAVDESS,clean/RAVDESS/Actor_13/03-01-03-02-02-01-13.wav,13,happy,1.5398639455782313,male,train
975,RAVDESS,clean/RAVDESS/Actor_13/03-01-01-01-01-02-13.wav,13,neutral,1.2392743764172336,male,train
976,RAVDESS,clean/RAVDESS/Actor_13/03-01-03-01-02-02-13.wav,13,happy,1.376780045351474,male,train
977,RAVDESS,clean/RAVDESS/Actor_13/03-01-03-02-01-02-13.wav,13,happy,2.085759637188209,male,train
978,RAVDESS,clean/RAVDESS/Actor_13/03-01-08-01-02-01-13.wav,13,surprised,1.2142403628117915,male,train
979,RAVDESS,clean/RAVDESS/Actor_13/03-01-08-02-01-01-13.wav,13,surprised,1.420498866213152,male,train
980,RAVDESS,clean/RAVDESS/Actor_13/03-01-04-02-01-02-13.wav,13,sad,1.3493877551020408,male,train
981,RAVDESS,clean/RAVDESS/Actor_13/03-01-07-02-01-01-13.wav,13,disgusted,1.5754195011337868,male,train
982,RAVDESS,clean/RAVDESS/Actor_13/03-01-07-01-02-01-13.wav,13,disgusted,1.345578231292517,male,train
983,RAVDESS,clean/RAVDESS/Actor_13/03-01-04-01-02-02-13.wav,13,sad,1.4271655328798185,male,train
984,RAVDESS,clean/RAVDESS/Actor_13/03-01-06-02-02-02-13.wav,13,fearful,1.32562358276644,male,train
985,RAVDESS,clean/RAVDESS/Actor_13/03-01-05-02-02-01-13.wav,13,angry,1.7912925170068028,male,train
986,RAVDESS,clean/RAVDESS/Actor_13/03-01-05-01-01-01-13.wav,13,angry,1.526077097505669,male,train
987,RAVDESS,clean/RAVDESS/Actor_13/03-01-06-01-01-02-13.wav,13,fearful,1.2507482993197279,male,train
988,RAVDESS,clean/RAVDESS/Actor_09/03-01-08-02-01-01-09.wav,09,surprised,1.3891156462585035,male,train
989,RAVDESS,clean/RAVDESS/Actor_09/03-01-08-01-02-01-09.wav,09,surprised,1.4448979591836735,male,train
990,RAVDESS,clean/RAVDESS/Actor_09/03-01-05-01-01-01-09.wav,09,angry,1.6396825396825396,male,test
991,RAVDESS,clean/RAVDESS/Actor_09/03-01-06-01-01-02-09.wav,09,fearful,1.2045351473922903,male,train
992,RAVDESS,clean/RAVDESS/Actor_09/03-01-06-02-02-02-09.wav,09,fearful,1.696281179138322,male,train
993,RAVDESS,clean/RAVDESS/Actor_09/03-01-05-02-02-01-09.wav,09,angry,2.598004535147392,male,train
994,RAVDESS,clean/RAVDESS/Actor_09/03-01-07-01-02-01-09.wav,09,disgusted,1.3577324263038548,male,test
995,RAVDESS,clean/RAVDESS/Actor_09/03-01-04-01-02-02-09.wav,09,sad,0.9403174603174603,male,train
996,RAVDESS,clean/RAVDESS/Actor_09/03-01-04-02-01-02-09.wav,09,sad,1.3427664399092971,male,test
997,RAVDESS,clean/RAVDESS/Actor_09/03-01-07-02-01-01-09.wav,09,disgusted,1.612517006802721,male,train
998,RAVDESS,clean/RAVDESS/Actor_09/03-01-03-02-01-02-09.wav,09,happy,2.9137414965986395,male,train
999,RAVDESS,clean/RAVDESS/Actor_09/03-01-03-01-02-02-09.wav,09,happy,1.5532426303854876,male,test
1000,RAVDESS,clean/RAVDESS/Actor_09/03-01-01-01-01-02-09.wav,09,neutral,1.3175963718820862,male,train
1001,RAVDESS,clean/RAVDESS/Actor_09/03-01-03-02-02-01-09.wav,09,happy,1.7435374149659864,male,test
1002,RAVDESS,clean/RAVDESS/Actor_09/03-01-03-01-01-01-09.wav,09,happy,1.5893424036281179,male,train
1003,RAVDESS,clean/RAVDESS/Actor_09/03-01-01-01-02-01-09.wav,09,neutral,1.3637641723356009,male,train
1004,RAVDESS,clean/RAVDESS/Actor_09/03-01-08-02-02-02-09.wav,09,surprised,1.5254421768707482,male,train
1005,RAVDESS,clean/RAVDESS/Actor_09/03-01-08-01-01-02-09.wav,09,surprised,1.2737868480725623,male,train
1006,RAVDESS,clean/RAVDESS/Actor_09/03-01-06-01-02-01-09.wav,09,fearful,1.2351473922902494,male,train
1007,RAVDESS,clean/RAVDESS/Actor_09/03-01-05-01-02-02-09.wav,09,angry,1.6351020408163266,male,train
1008,RAVDESS,clean/RAVDESS/Actor_09/03-01-05-02-01-02-09.wav,09,angry,2.3022222222222224,male,train
1009,RAVDESS,clean/RAVDESS/Actor_09/03-01-06-02-01-01-09.wav,09,fearful,1.7961904761904761,male,train
1010,RAVDESS,clean/RAVDESS/Actor_09/03-01-04-01-01-01-09.wav,09,sad,0.44997732426303855,male,test
1011,RAVDESS,clean/RAVDESS/Actor_09/03-01-07-01-01-02-09.wav,09,disgusted,1.306077097505669,male,train
1012,RAVDESS,clean/RAVDESS/Actor_09/03-01-07-02-02-02-09.wav,09,disgusted,1.790204081632653,male,train
1013,RAVDESS,clean/RAVDESS/Actor_09/03-01-04-02-02-01-09.wav,09,sad,1.6633560090702948,male,train
1014,RAVDESS,clean/RAVDESS/Actor_09/03-01-01-01-01-01-09.wav,09,neutral,2.052517006802721,male,train
1015,RAVDESS,clean/RAVDESS/Actor_09/03-01-03-01-02-01-09.wav,09,happy,1.4187301587301586,male,train
1016,RAVDESS,clean/RAVDESS/Actor_09/03-01-03-02-01-01-09.wav,09,happy,2.183673469387755,male,train
1017,RAVDESS,clean/RAVDESS/Actor_09/03-01-08-01-02-02-09.wav,09,surprised,1.4802267573696146,male,train
1018,RAVDESS,clean/RAVDESS/Actor_09/03-01-08-02-01-02-09.wav,09,surprised,1.2996825396825398,male,test
1019,RAVDESS,clean/RAVDESS/Actor_09/03-01-07-02-01-02-09.wav,09,disgusted,1.7157823129251701,male,train
1020,RAVDESS,clean/RAVDESS/Actor_09/03-01-04-02-01-01-09.wav,09,sad,1.7504761904761905,male,test
1021,RAVDESS,clean/RAVDESS/Actor_09/03-01-04-01-02-01-09.wav,09,sad,0.9687074829931973,male,train
1022,RAVDESS,clean/RAVDESS/Actor_09/03-01-07-01-02-02-09.wav,09,disgusted,1.5020408163265306,male,train
1023,RAVDESS,clean/RAVDESS/Actor_09/03-01-05-02-02-02-09.wav,09,angry,2.2830839002267576,male,train
1024,RAVDESS,clean/RAVDESS/Actor_09/03-01-06-02-02-01-09.wav,09,fearful,1.4245804988662132,male,test
1025,RAVDESS,clean/RAVDESS/Actor_09/03-01-06-01-01-01-09.wav,09,fearful,1.0865306122448979,male,test
1026,RAVDESS,clean/RAVDESS/Actor_09/03-01-05-01-01-02-09.wav,09,angry,1.600453514739229,male,train
1027,RAVDESS,clean/RAVDESS/Actor_09/03-01-08-01-01-01-09.wav,09,surprised,1.0665759637188208,male,test
1028,RAVDESS,clean/RAVDESS/Actor_09/03-01-08-02-02-01-09.wav,09,surprised,1.4089795918367347,male,train
1029,RAVDESS,clean/RAVDESS/Actor_09/03-01-04-02-02-02-09.wav,09,sad,1.95437641723356,male,test
1030,RAVDESS,clean/RAVDESS/Actor_09/03-01-07-02-02-01-09.wav,09,disgusted,1.7105215419501134,male,train
1031,RAVDESS,clean/RAVDESS/Actor_09/03-01-07-01-01-01-09.wav,09,disgusted,1.2938321995464852,male,train
1032,RAVDESS,clean/RAVDESS/Actor_09/03-01-04-01-01-02-09.wav,09,sad,0.5086167800453515,male,test
1033,RAVDESS,clean/RAVDESS/Actor_09/03-01-06-02-01-02-09.wav,09,fearful,1.3429478458049886,male,train
1034,RAVDESS,clean/RAVDESS/Actor_09/03-01-05-02-01-01-09.wav,09,angry,2.1096598639455784,male,train
1035,RAVDESS,clean/RAVDESS/Actor_09/03-01-05-01-02-01-09.wav,09,angry,1.8329251700680271,male,train
1036,RAVDESS,clean/RAVDESS/Actor_09/03-01-06-01-02-02-09.wav,09,fearful,1.1881179138321996,male,train
1037,RAVDESS,clean/RAVDESS/Actor_09/03-01-01-01-02-02-09.wav,09,neutral,1.2915192743764172,male,train
1038,RAVDESS,clean/RAVDESS/Actor_09/03-01-03-01-01-02-09.wav,09,happy,1.6009977324263038,male,test
1039,RAVDESS,clean/RAVDESS/Actor_09/03-01-03-02-02-02-09.wav,09,happy,1.8528798185941042,male,train
1040,RAVDESS,clean/RAVDESS/Actor_07/03-01-03-02-02-02-07.wav,07,happy,2.416417233560091,male,train
1041,RAVDESS,clean/RAVDESS/Actor_07/03-01-03-01-01-02-07.wav,07,happy,1.6360997732426303,male,test
1042,RAVDESS,clean/RAVDESS/Actor_07/03-01-01-01-02-02-07.wav,07,neutral,1.9584580498866213,male,test
1043,RAVDESS,clean/RAVDESS/Actor_07/03-01-08-02-02-01-07.wav,07,surprised,1.6189115646258503,male,train
1044,RAVDESS,clean/RAVDESS/Actor_07/03-01-08-01-01-01-07.wav,07,surprised,1.638185941043084,male,test
1045,RAVDESS,clean/RAVDESS/Actor_07/03-01-06-01-02-02-07.wav,07,fearful,1.5110657596371881,male,train
1046,RAVDESS,clean/RAVDESS/Actor_07/03-01-05-01-02-01-07.wav,07,angry,2.098095238095238,male,train
1047,RAVDESS,clean/RAVDESS/Actor_07/03-01-05-02-01-01-07.wav,07,angry,3.1021315192743764,male,test
1048,RAVDESS,clean/RAVDESS/Actor_07/03-01-06-02-01-02-07.wav,07,fearful,1.7062585034013606,male,train
1049,RAVDESS,clean/RAVDESS/Actor_07/03-01-04-01-01-02-07.wav,07,sad,1.5774149659863945,male,train
1050,RAVDESS,clean/RAVDESS/Actor_07/03-01-07-01-01-01-07.wav,07,disgusted,1.5952380952380953,male,train
1051,RAVDESS,clean/RAVDESS/Actor_07/03-01-07-02-02-01-07.wav,07,disgusted,2.281496598639456,male,test
1052,RAVDESS,clean/RAVDESS/Actor_07/03-01-04-02-02-02-07.wav,07,sad,1.9984580498866213,male,test
1053,RAVDESS,clean/RAVDESS/Actor_07/03-01-08-02-01-02-07.wav,07,surprised,1.8291609977324264,male,train
1054,RAVDESS,clean/RAVDESS/Actor_07/03-01-08-01-02-02-07.wav,07,surprised,1.6066213151927438,male,train
1055,RAVDESS,clean/RAVDESS/Actor_07/03-01-05-01-01-02-07.wav,07,angry,3.025668934240363,male,test
1056,RAVDESS,clean/RAVDESS/Actor_07/03-01-06-01-01-01-07.wav,07,fearful,1.8293424036281178,male,train
1057,RAVDESS,clean/RAVDESS/Actor_07/03-01-06-02-02-01-07.wav,07,fearful,1.8100680272108844,male,test
1058,RAVDESS,clean/RAVDESS/Actor_07/03-01-05-02-02-02-07.wav,07,angry,3.8358730158730157,male,train
1059,RAVDESS,clean/RAVDESS/Actor_07/03-01-07-01-02-02-07.wav,07,disgusted,1.6081179138321995,male,train
1060,RAVDESS,clean/RAVDESS/Actor_07/03-01-04-01-02-01-07.wav,07,sad,1.645578231292517,male,train
1061,RAVDESS,clean/RAVDESS/Actor_07/03-01-04-02-01-01-07.wav,07,sad,2.1094331065759637,male,test
1062,RAVDESS,clean/RAVDESS/Actor_07/03-01-07-02-01-02-07.wav,07,disgusted,2.4765532879818593,male,train
1063,RAVDESS,clean/RAVDESS/Actor_07/03-01-03-02-01-01-07.wav,07,happy,2.924126984126984,male,train
1064,RAVDESS,clean/RAVDESS/Actor_07/03-01-03-01-02-01-07.wav,07,happy,1.5368253968253969,male,train
1065,RAVDESS,clean/RAVDESS/Actor_07/03-01-01-01-01-01-07.wav,07,neutral,2.034829931972789,male,train
1066,RAVDESS,clean/RAVDESS/Actor_07/03-01-08-01-01-02-07.wav,07,surprised,1.7190476190476192,male,train
1067,RAVDESS,clean/RAVDESS/Actor_07/03-01-08-02-02-02-07.wav,07,surprised,1.676281179138322,male,train
1068,RAVDESS,clean/RAVDESS/Actor_07/03-01-04-02-02-01-07.wav,07,sad,2.173968253968254,male,test
1069,RAVDESS,clean/RAVDESS/Actor_07/03-01-07-02-02-02-07.wav,07,disgusted,2.764988662131519,male,train
1070,RAVDESS,clean/RAVDESS/Actor_07/03-01-07-01-01-02-07.wav,07,disgusted,1.6067573696145125,male,train
1071,RAVDESS,clean/RAVDESS/Actor_07/03-01-04-01-01-01-07.wav,07,sad,1.5239455782312925,male,test
1072,RAVDESS,clean/RAVDESS/Actor_07/03-01-06-02-01-01-07.wav,07,fearful,1.9678458049886622,male,train
1073,RAVDESS,clean/RAVDESS/Actor_07/03-01-05-02-01-02-07.wav,07,angry,3.314421768707483,male,test
1074,RAVDESS,clean/RAVDESS/Actor_07/03-01-05-01-02-02-07.wav,07,angry,2.2059410430839,male,test
1075,RAVDESS,clean/RAVDESS/Actor_07/03-01-06-01-02-01-07.wav,07,fearful,1.5575510204081633,male,test
1076,RAVDESS,clean/RAVDESS/Actor_07/03-01-01-01-02-01-07.wav,07,neutral,1.9969614512471656,male,train
1077,RAVDESS,clean/RAVDESS/Actor_07/03-01-03-01-01-01-07.wav,07,happy,1.5989569160997732,male,train
1078,RAVDESS,clean/RAVDESS/Actor_07/03-01-03-02-02-01-07.wav,07,happy,2.945124716553288,male,train
1079,RAVDESS,clean/RAVDESS/Actor_07/03-01-01-01-01-02-07.wav,07,neutral,1.943174603174603,male,train
1080,RAVDESS,clean/RAVDESS/Actor_07/03-01-03-01-02-02-07.wav,07,happy,1.5368253968253969,male,train
1081,RAVDESS,clean/RAVDESS/Actor_07/03-01-03-02-01-02-07.wav,07,happy,2.957596371882086,male,train
1082,RAVDESS,clean/RAVDESS/Actor_07/03-01-08-01-02-01-07.wav,07,surprised,1.613061224489796,male,train
1083,RAVDESS,clean/RAVDESS/Actor_07/03-01-08-02-01-01-07.wav,07,surprised,2.0738321995464855,male,train
1084,RAVDESS,clean/RAVDESS/Actor_07/03-01-07-02-01-01-07.wav,07,disgusted,2.2824036281179136,male,test
1085,RAVDESS,clean/RAVDESS/Actor_07/03-01-04-02-01-02-07.wav,07,sad,2.848299319727891,male,train
1086,RAVDESS,clean/RAVDESS/Actor_07/03-01-04-01-02-02-07.wav,07,sad,1.988798185941043,male,train
1087,RAVDESS,clean/RAVDESS/Actor_07/03-01-07-01-02-01-07.wav,07,disgusted,1.5603174603174603,male,train
1088,RAVDESS,clean/RAVDESS/Actor_07/03-01-05-02-02-01-07.wav,07,angry,2.1865306122448978,male,train
1089,RAVDESS,clean/RAVDESS/Actor_07/03-01-06-02-02-02-07.wav,07,fearful,1.691609977324263,male,train
1090,RAVDESS,clean/RAVDESS/Actor_07/03-01-06-01-01-02-07.wav,07,fearful,1.5887981859410432,male,train
1091,RAVDESS,clean/RAVDESS/Actor_07/03-01-05-01-01-01-07.wav,07,angry,3.026984126984127,male,train
1092,RAVDESS,clean/RAVDESS/Actor_06/03-01-01-01-02-02-06.wav,06,neutral,1.53578231292517,female,train
1093,RAVDESS,clean/RAVDESS/Actor_06/03-01-03-01-01-02-06.wav,06,happy,2.1462585034013606,female,train
1094,RAVDESS,clean/RAVDESS/Actor_06/03-01-03-02-02-02-06.wav,06,happy,2.950748299319728,female,test
1095,RAVDESS,clean/RAVDESS/Actor_06/03-01-08-01-01-01-06.wav,06,surprised,1.3268480725623584,female,train
1096,RAVDESS,clean/RAVDESS/Actor_06/03-01-08-02-02-01-06.wav,06,surprised,1.508299319727891,female,train
1097,RAVDESS,clean/RAVDESS/Actor_06/03-01-04-02-02-02-06.wav,06,sad,2.7458956916099773,female,train
1098,RAVDESS,clean/RAVDESS/Actor_06/03-01-07-02-02-01-06.wav,06,disgusted,2.1710657596371883,female,train
1099,RAVDESS,clean/RAVDESS/Actor_06/03-01-07-01-01-01-06.wav,06,disgusted,2.0244444444444443,female,train
1100,RAVDESS,clean/RAVDESS/Actor_06/03-01-04-01-01-02-06.wav,06,sad,1.5887528344671202,female,train
1101,RAVDESS,clean/RAVDESS/Actor_06/03-01-06-02-01-02-06.wav,06,fearful,2.643809523809524,female,train
1102,RAVDESS,clean/RAVDESS/Actor_06/03-01-05-02-01-01-06.wav,06,angry,2.7327437641723358,female,test
1103,RAVDESS,clean/RAVDESS/Actor_06/03-01-05-01-02-01-06.wav,06,angry,2.314875283446712,female,test
1104,RAVDESS,clean/RAVDESS/Actor_06/03-01-06-01-02-02-06.wav,06,fearful,1.678095238095238,female,train
1105,RAVDESS,clean/RAVDESS/Actor_06/03-01-08-01-02-02-06.wav,06,surprised,1.3136054421768708,female,train
1106,RAVDESS,clean/RAVDESS/Actor_06/03-01-08-02-01-02-06.wav,06,surprised,1.5257596371882085,female,test
1107,RAVDESS,clean/RAVDESS/Actor_06/03-01-07-02-01-02-06.wav,06,disgusted,2.0322902494331068,female,train
1108,RAVDESS,clean/RAVDESS/Actor_06/03-01-04-02-01-01-06.wav,06,sad,2.820634920634921,female,test
1109,RAVDESS,clean/RAVDESS/Actor_06/03-01-04-01-02-01-06.wav,06,sad,1.6015419501133787,female,train
